,load (kW),DAM price (euro/kWh)
23/03/21 20:45,0.132,0.07223
23/03/21 21:00,0.216,0.07223
23/03/21 21:15,0.216,0.0631
23/03/21 21:30,0.216,0.0631
23/03/21 21:45,0.192,0.0631
23/03/21 22:00,0.168,0.0631
23/03/21 22:15,0.204,0.05455
23/03/21 22:30,0.18,0.05455
23/03/21 22:45,0.18,0.05455
23/03/21 23:00,0.144,0.05455
23/03/21 23:15,0.204,0.04541
23/03/21 23:30,1.104,0.04541
23/03/21 23:45,1.104,0.04541
24/03/21 00:00,1.344,0.04541
24/03/21 00:15,1.416,0.05148
24/03/21 00:30,1.416,0.05148
24/03/21 00:45,1.368,0.05148
24/03/21 01:00,1.464,0.05148
24/03/21 01:15,2.028,0.0505
24/03/21 01:30,1.188,0.0505
24/03/21 01:45,1.128,0.0505
24/03/21 02:00,1.14,0.0505
24/03/21 02:15,1.272,0.05114
24/03/21 02:30,1.164,0.05114
24/03/21 02:45,1.152,0.05114
24/03/21 03:00,1.188,0.05114
24/03/21 03:15,1.236,0.05032
24/03/21 03:30,1.164,0.05032
24/03/21 03:45,1.152,0.05032
24/03/21 04:00,1.212,0.05032
24/03/21 04:15,1.944,0.05055
24/03/21 04:30,0.132,0.05055
24/03/21 04:45,0.144,0.05055
24/03/21 05:00,0.12,0.05055
24/03/21 05:15,0.216,0.04963
24/03/21 05:30,0.168,0.04963
24/03/21 05:45,0.204,0.04963
24/03/21 06:00,0.168,0.04963
24/03/21 06:15,0.216,0.06497
24/03/21 06:30,0.204,0.06497
24/03/21 06:45,0.132,0.06497
